Brand,Product_Description,Screen_Size,RAM,Processor,GPU,GPU_Type,Resolution,Condition,Price
1,79,15.6,2,54,5,0,28,2,364.89
3,80,14.0,0,87,78,0,7,4,429.95
1,80,13.3,2,6,0,0,10,3,769.0
0,75,14.1,9,75,113,0,18,1,269.1
1,74,14.0,5,33,5,1,4,3,329.99
1,70,15.6,0,39,196,2,0,1,239.99
3,77,15.6,2,66,5,0,4,2,379.99
1,80,13.0,0,49,1,0,4,1,195.0
6,74,16.0,3,178,211,2,10,3,799.0
0,74,16.0,3,120,3,11,49,3,899.99
3,80,14.0,3,16,0,0,0,3,569.99
1,77,14.0,2,4,0,1,4,3,499.99
3,79,13.3,2,4,0,1,0,2,699.89
1,77,13.3,2,2,2,0,0,2,349.99
3,80,13.3,2,6,3,0,1,4,639.45
0,80,14.603122508636531,2,179,3,1,1,3,308.65
0,79,15.6,0,69,212,0,4,0,377.15
3,76,15.6,2,33,5,0,0,2,280.0
1,64,14.0,0,2,2,0,0,4,359.99
1,74,15.6,3,180,166,1,0,4,620.63
1,80,15.0,3,29,213,2,5,0,623.99
1,79,14.0,3,16,0,0,0,3,749.99
7,77,15.6,0,4,9,2,0,2,647.75
4,80,14.0,2,4,0,0,0,2,963.06
3,80,14.0,0,12,6,0,5,2,794.99
3,79,15.6,2,33,5,0,0,2,349.99
3,80,14.0,2,6,0,1,1,2,589.0
3,77,15.6,2,23,3,0,4,2,449.75
1,66,13.4,0,16,0,0,5,3,999.88
4,78,14.0,2,87,15,0,0,3,399.99
0,77,14.0,3,11,4,0,0,3,328.0
3,80,15.6,7,7,0,0,4,2,670.0
0,79,14.0,0,14,0,0,5,3,618.0
1,77,14.0,0,4,0,0,0,4,479.99
3,79,15.6,2,4,0,0,4,3,400.0
1,80,15.6,0,69,187,2,27,1,270.0
1,79,15.6,0,67,15,0,0,2,629.49
3,80,14.0,3,2,203,0,0,1,310.0
3,79,13.3,2,1,4,0,0,3,900.0
2,78,15.6,2,66,166,0,0,3,337.49
1,75,14.0,2,23,5,0,0,0,292.46
3,70,15.6,5,181,3,1,1,3,400.0
0,80,14.603122508636531,2,10,6,0,4,1,211.45
1,77,15.6,0,7,0,0,0,2,669.0
0,78,13.0,2,2,2,0,0,0,215.95
5,79,12.3,2,4,0,0,40,2,699.99
3,73,14.0,0,14,50,0,0,1,424.99
0,68,14.0,2,72,15,0,0,2,300.0
3,78,14.0,0,23,3,1,0,3,649.99
1,76,15.0,2,2,2,0,0,0,359.96
0,17,15.6,2,12,9,2,0,2,700.0
0,76,15.0,0,29,214,2,0,1,496.99
7,26,14.0,0,16,0,0,0,2,649.99
1,79,14.603122508636531,2,10,6,0,4,0,224.95
1,77,15.6,2,33,5,0,0,3,374.99
1,74,14.0,2,2,6,0,0,0,224.95
3,75,14.0,0,69,194,2,0,1,320.0
3,70,14.603122508636531,1,9,3,1,1,2,89.99
3,78,13.3,2,4,50,0,0,1,460.99
0,78,14.0,0,29,5,1,0,0,429.99
2,80,15.6,2,154,0,1,0,3,374.99
1,76,14.0,7,16,0,0,0,4,349.99
1,78,16.0,0,16,5,0,22,4,687.94
3,80,14.0,0,148,81,0,5,4,604.99
1,80,14.0,0,18,3,0,1,0,271.66
2,79,15.6,2,25,3,2,0,2,549.0
0,74,14.0,2,154,3,1,1,2,299.99
5,80,10.5,5,66,3,1,1,2,329.99
2,79,13.3,5,47,5,0,0,3,300.0
5,80,12.4,5,4,0,0,8,2,395.0
3,74,15.6,2,2,2,0,1,0,283.49
1,79,13.0,2,49,1,0,4,1,195.0
1,80,13.3,0,6,0,0,10,3,789.0
3,80,15.6,7,7,0,0,0,2,720.0
1,79,15.6,2,4,5,0,1,2,417.75
5,79,12.4,2,23,5,0,8,3,375.0
1,42,14.0,2,2,2,0,0,3,325.97
4,76,15.6,2,4,0,0,0,3,379.22
0,80,14.0,2,66,5,0,0,3,374.99
4,79,15.6,0,23,22,2,0,2,699.0
1,78,14.0,2,16,0,0,0,3,581.56
0,77,14.0,0,12,0,0,33,3,816.99
1,78,14.0,0,14,0,0,0,2,999.0
1,79,13.0,0,2,2,0,1,1,265.0
0,79,14.0,2,45,15,0,0,2,429.99
0,78,16.0,0,106,50,0,5,1,628.99
1,80,14.0,0,29,110,2,0,1,383.99
0,27,15.6,0,16,9,0,10,2,749.0
1,80,14.0,2,171,5,0,0,3,424.15
3,79,15.6,0,6,0,0,0,2,579.0
4,72,14.0,2,182,15,0,4,3,240.0
3,77,14.0,0,69,194,2,0,1,285.0
2,80,14.0,0,6,0,1,0,4,469.99
1,75,15.6,0,7,0,0,0,3,899.0
3,75,15.6,0,14,0,0,0,3,540.0
0,79,14.0,5,35,15,0,0,2,200.0
3,69,14.0,0,4,3,1,0,3,649.95
3,80,14.0,0,38,97,0,1,1,215.0
1,80,14.0,5,183,5,1,4,3,399.99
3,76,14.0,2,84,215,0,25,1,215.1
3,66,15.6,0,132,3,1,1,2,649.99
3,80,15.6,2,16,0,0,0,4,387.59
0,79,14.0,0,29,3,1,1,4,553.66
1,79,14.0,0,10,1,1,0,1,189.0
1,80,15.6,0,29,171,2,1,0,589.0
3,58,15.6,1,39,3,1,1,3,799.98
2,80,15.6,2,4,153,2,0,2,600.0
3,78,14.0,7,87,78,0,7,4,589.95
11,71,17.0,1,142,3,3,49,3,829.99
3,59,13.0,2,4,0,0,0,2,599.95
13,42,14.0,0,68,3,1,1,3,474.49
3,80,14.0,1,184,3,1,1,4,381.58
1,74,14.0,0,60,5,0,0,0,779.99
0,79,15.6,0,185,15,0,0,2,829.0
0,79,15.6,2,45,15,0,0,2,558.83
1,78,14.0,0,16,0,0,5,4,679.99
3,80,17.3,1,174,3,1,1,4,496.92
4,80,15.6,5,66,5,0,0,3,227.71
3,80,14.0,0,2,203,0,0,1,250.0
3,78,17.3,3,33,5,0,18,2,599.99
0,80,15.6,2,25,5,0,0,2,374.99
1,80,15.6,3,107,216,2,0,4,579.99
4,78,15.6,0,6,20,2,0,3,739.0
1,71,15.6,0,18,5,0,0,0,299.0
0,79,14.0,0,18,2,0,22,4,599.99
0,80,15.6,2,6,12,2,0,3,764.01
3,77,15.6,0,39,1,0,0,1,290.0
5,72,12.4,0,15,0,1,8,2,800.0
1,64,14.0,0,9,3,0,0,0,543.49
0,71,11.0,5,35,15,0,4,3,250.0
1,76,14.0,0,10,119,0,0,3,250.0
1,79,13.3,3,16,0,0,0,4,99.99
3,80,14.0,2,2,4,0,0,0,239.99
1,66,14.0,0,18,5,0,0,1,239.0
1,74,15.6,0,16,0,0,0,0,649.99
3,76,17.3,7,7,0,0,0,2,780.0
1,80,14.0,0,16,0,1,0,4,519.99
0,80,14.0,0,16,0,1,5,4,689.99
27,79,14.0,2,1,19,0,0,2,559.97
0,80,14.0,2,186,214,2,0,3,553.0
1,74,14.0,0,187,0,0,0,3,679.99
0,79,14.0,0,167,63,2,0,3,598.98
3,79,15.6,5,34,3,1,1,4,224.66
3,78,14.603122508636531,2,4,3,0,1,4,549.7
0,76,14.603122508636531,2,38,6,0,4,1,179.95
2,75,15.6,5,66,5,0,0,2,329.99
0,70,15.0,3,16,98,2,0,1,686.99
0,80,15.6,3,16,86,2,0,3,975.0
0,78,14.0,0,16,50,0,5,1,575.99
3,76,15.6,0,16,0,0,1,2,995.0
2,65,16.0,3,14,11,2,10,2,999.0
0,79,15.6,2,28,3,0,1,2,499.0
3,75,15.6,0,14,0,0,0,2,719.99
1,79,16.0,0,14,50,0,5,3,745.06
1,78,14.0,3,18,2,1,0,1,239.99
1,78,15.6,2,54,5,0,28,2,386.88
1,78,14.0,0,66,81,0,4,1,179.99
0,80,14.0,0,4,0,0,16,3,700.0
0,70,15.6,2,4,22,2,0,3,599.99
0,78,14.0,5,33,5,0,0,3,360.0
0,79,14.0,3,29,217,2,0,1,752.99
1,75,14.603122508636531,2,84,6,0,1,1,210.0
0,77,15.6,0,12,0,0,0,2,490.0
0,79,15.6,2,33,5,0,0,2,324.75
3,39,15.6,0,14,0,0,0,3,899.99
1,72,16.0,0,7,0,0,5,2,999.0
1,80,13.0,2,49,1,0,4,1,185.0
3,79,14.0,2,2,203,0,0,1,260.0
0,75,11.6,5,35,15,0,4,3,230.0
1,76,15.6,0,7,0,0,0,3,669.99
1,78,14.603122508636531,2,188,3,12,1,2,749.99
0,77,16.0,0,189,218,0,5,2,689.99
0,77,14.0,2,23,5,0,0,3,699.98
0,80,14.0,2,1,31,0,0,0,373.46
7,80,14.0,0,16,0,0,0,3,685.0
0,80,12.5,5,38,113,0,1,1,185.0
3,80,14.0,2,12,0,0,0,2,599.0
1,78,14.0,0,14,209,2,0,1,658.99
1,80,12.5,0,10,3,0,7,1,245.0
0,75,15.6,5,47,5,0,0,3,200.0
0,76,14.0,0,6,50,0,5,0,619.99
1,74,13.3,0,11,219,0,60,1,360.99
2,79,15.6,2,33,220,0,0,2,375.0
1,74,13.3,2,2,4,0,0,3,329.99
3,77,14.0,5,34,23,0,4,2,319.99
7,80,14.0,2,23,5,0,0,3,637.49
1,64,14.0,2,170,31,1,5,2,629.99
3,70,15.6,0,6,0,2,0,3,739.0
1,76,14.0,0,190,0,0,0,3,845.0
3,79,16.0,0,30,221,2,0,2,449.49
1,78,14.0,0,16,0,0,0,0,429.99
0,79,15.6,2,18,60,1,0,3,539.99
1,77,15.6,0,16,222,2,0,3,832.71
1,74,14.0,0,4,0,0,0,0,449.96
1,80,14.0,1,191,3,0,4,2,399.0
1,78,14.0,0,14,24,2,5,3,949.0
3,77,15.6,3,11,223,0,0,1,475.0
3,80,14.0,2,192,50,0,0,1,431.99
1,78,15.6,0,39,90,2,0,1,245.99
3,77,15.6,0,14,3,2,0,1,634.99
1,79,15.6,2,4,5,0,0,2,416.75
1,57,15.0,2,33,81,0,0,1,272.99
0,68,14.603122508636531,1,193,3,1,1,3,524.88
1,76,15.6,2,7,5,0,0,3,859.0
1,78,14.0,3,18,188,2,0,4,329.99
1,72,13.3,2,23,5,0,0,1,379.0
3,80,14.0,2,194,3,0,0,3,450.0
1,80,14.0,0,29,114,0,0,0,479.0
1,79,13.3,1,16,3,1,1,4,669.99
1,77,14.0,0,10,3,0,1,1,230.0
3,78,15.6,2,27,224,1,28,2,679.0
3,80,14.0,0,12,0,0,1,2,657.06
3,79,15.6,2,4,0,0,0,2,412.66
1,80,14.0,2,28,3,0,0,3,469.99
4,79,14.0,2,23,5,0,0,2,350.0
1,74,14.0,0,16,0,0,0,4,899.99
0,77,14.0,2,195,225,0,5,2,489.49
1,76,13.0,0,155,3,0,0,4,329.99
0,58,15.6,2,4,5,0,0,3,509.0
0,67,14.0,2,9,3,0,0,0,289.99
0,79,16.0,1,174,3,1,1,0,561.78
2,78,15.6,2,29,3,2,0,3,700.0
1,80,14.603122508636531,0,38,181,0,1,1,200.0
11,79,17.0,0,12,0,0,10,3,819.98
3,74,14.0,5,34,5,0,61,2,229.99
0,76,14.0,0,7,0,0,5,3,950.0
3,78,14.0,0,7,0,0,0,2,799.99
7,79,15.6,2,4,9,2,0,2,598.99
4,80,15.6,0,4,0,0,0,3,599.99
11,79,17.0,0,7,0,0,10,2,799.0
3,80,15.6,2,122,43,1,0,2,450.0
1,77,14.0,3,16,0,0,0,4,999.99
3,74,14.0,2,23,5,0,0,4,229.99
11,80,15.6,0,7,3,0,1,2,892.06
1,75,14.0,0,16,0,0,0,4,579.99
14,78,14.1,2,13,3,1,1,2,382.98
1,80,15.6,3,14,52,2,5,4,399.99
0,80,16.0,2,21,0,0,62,2,519.99
1,80,14.0,0,2,5,0,0,0,29.99
3,60,15.6,2,33,5,0,0,2,349.0
1,79,15.6,2,69,187,2,27,1,285.0
1,76,14.0,2,10,3,0,1,1,215.0
5,80,15.0,2,14,0,0,35,2,876.99
0,77,15.6,5,34,5,0,0,3,219.99
1,77,13.3,2,33,81,0,0,1,422.99
3,69,15.6,5,66,5,0,4,3,289.99
1,76,14.0,0,14,81,0,0,0,536.99
3,78,14.603122508636531,0,4,3,0,1,4,549.7
0,76,13.3,2,4,0,0,0,3,400.0
1,77,15.6,2,2,2,0,0,0,269.95
4,71,15.6,0,14,0,0,0,3,549.0
3,79,14.0,3,12,0,0,1,2,704.06
1,80,15.6,0,55,0,0,0,2,730.0
3,80,11.6,5,34,3,0,4,2,439.99
1,57,15.6,0,7,0,0,0,3,850.0
2,80,14.603122508636531,1,66,5,0,0,2,419.0
0,76,14.0,2,12,3,1,1,2,427.0
3,80,14.0,3,2,203,0,0,1,330.0
3,74,15.6,0,196,15,0,0,2,557.49
1,77,15.6,2,9,226,1,1,2,899.99
1,78,13.0,0,49,1,0,4,1,195.0
3,80,14.0,0,2,203,0,0,1,270.0
1,80,12.5,3,10,3,0,7,1,260.0
3,80,14.0,3,2,203,0,0,1,310.0
13,60,15.6,0,68,3,1,1,3,544.49
2,79,16.0,2,25,14,0,5,3,359.99
1,78,15.6,0,12,5,0,0,3,779.0
1,76,14.0,0,2,91,0,0,1,543.99
9,74,15.6,1,197,3,1,1,2,998.98
1,75,14.0,2,198,0,0,4,3,525.0
1,80,15.6,3,29,66,0,0,2,750.0
1,79,13.4,0,16,0,0,5,3,849.99
0,79,15.6,2,45,22,2,0,2,530.0
1,79,15.6,2,199,184,0,0,2,569.95
3,80,15.6,0,14,3,0,1,4,679.9
1,77,14.603122508636531,2,200,3,0,4,1,152.95
0,70,14.0,2,4,0,0,0,2,389.0
0,65,15.0,0,33,81,0,0,0,316.99
5,52,12.3,0,29,3,0,40,2,900.0
0,80,15.6,3,4,3,0,1,0,751.06
0,31,15.6,0,101,220,0,10,2,379.0
4,78,13.5,2,23,3,0,1,2,420.0
5,72,12.45,1,23,5,0,63,4,311.88
13,80,12.5,0,18,3,0,1,0,259.99
14,79,15.6,2,33,3,1,1,2,350.0
1,79,13.3,2,4,0,0,0,3,499.99
13,80,14.603122508636531,1,9,3,1,1,4,940.99
1,74,14.0,2,2,31,0,0,0,224.95
3,71,15.6,2,4,0,0,0,0,344.99
1,80,14.0,2,201,0,0,0,3,625.0
1,70,14.0,0,151,46,1,0,3,824.0
0,78,14.0,5,66,2,0,0,3,384.0
13,77,15.6,2,74,3,1,1,3,437.14
0,80,16.0,0,12,5,0,5,3,867.0
5,80,12.4,2,23,5,0,8,3,599.0
1,78,14.0,2,2,2,0,0,0,249.99
3,79,15.6,1,7,0,0,0,2,719.1
0,80,14.0,0,16,0,1,5,0,639.99
3,78,14.0,0,4,0,0,0,2,468.0
5,80,12.4,2,202,227,1,1,2,674.99
7,75,15.6,3,29,228,2,16,0,749.95
5,80,12.4,5,4,0,0,8,2,419.0
1,76,14.603122508636531,2,98,3,0,1,1,265.0
1,80,14.603122508636531,2,2,6,0,4,1,314.96
0,75,16.0,0,7,0,0,5,3,750.0
3,74,15.6,0,18,229,2,0,3,549.0
13,51,15.6,0,74,3,1,1,3,447.97
3,77,14.0,2,2,4,0,0,0,314.99
4,76,14.0,2,16,6,0,0,2,500.0
1,80,14.0,2,4,0,0,0,3,729.99
0,77,14.603122508636531,0,11,3,0,0,4,419.99
2,74,15.6,2,203,13,1,1,2,674.98
1,71,14.0,2,13,0,0,0,3,525.0
1,80,15.6,1,78,3,0,4,2,679.0
2,75,14.0,5,34,5,0,4,3,295.0
1,79,14.0,3,29,3,0,1,0,469.06
0,76,14.0,0,16,0,2,11,2,799.99
1,79,15.6,0,4,0,0,0,3,612.99
3,69,39.6,0,4,230,2,0,4,597.99
0,70,15.6,0,4,0,0,0,3,699.0
13,42,14.0,0,74,3,1,1,3,756.49
4,80,14.0,2,204,3,1,1,2,379.0
9,79,15.6,0,7,191,0,0,4,744.99
0,80,14.0,5,34,3,0,4,2,200.0
3,79,14.603122508636531,1,83,231,2,7,1,395.0
2,76,15.6,5,66,5,0,0,2,239.99
5,71,12.4,2,23,5,0,8,2,379.99
0,80,16.0,2,6,50,0,10,0,419.99
2,79,13.3,0,16,0,0,0,3,695.99
5,62,13.0,2,6,0,0,1,2,650.0
28,76,13.3,2,4,3,1,0,1,405.99
0,75,15.6,2,4,0,0,0,2,420.0
1,79,13.3,0,18,2,0,0,0,279.0
3,75,14.603122508636531,2,2,2,0,0,2,650.0
3,70,14.603122508636531,1,205,3,1,1,3,759.0
4,71,15.6,2,4,0,0,0,2,519.0
1,79,14.0,0,14,0,0,0,3,800.0
5,29,12.4,0,0,5,0,8,2,759.19
1,77,14.0,0,60,3,0,1,0,346.86
1,80,14.0,0,171,5,0,0,3,374.71
4,79,14.0,0,16,0,0,0,3,849.0
5,77,12.4,2,4,3,1,1,3,499.99
0,79,14.603122508636531,1,14,3,1,1,3,999.99
0,67,15.6,5,33,129,2,0,3,245.0
4,77,15.6,2,205,15,0,0,3,449.99
3,80,15.6,0,14,0,0,22,2,999.99
1,80,13.3,0,18,3,0,1,0,324.99
3,79,14.0,2,23,5,0,0,2,499.99
3,70,14.0,2,130,3,0,0,3,649.0
3,67,15.6,0,9,3,0,0,0,640.99
0,78,14.0,0,29,81,0,0,1,344.99
1,79,14.0,0,1,3,0,1,1,230.0
1,70,14.0,0,18,5,0,0,4,379.99
5,70,13.0,0,11,3,0,1,1,439.99
1,59,15.6,2,2,2,0,0,1,179.0
1,75,14.0,0,85,0,0,0,2,415.0
2,78,17.3,2,4,3,2,0,3,789.88
3,78,15.6,2,206,9,1,0,2,699.99
1,75,14.603122508636531,1,51,3,1,1,2,712.49
5,77,13.0,2,39,3,0,1,3,950.0
4,76,15.6,1,66,5,0,0,2,389.99
0,76,14.0,2,12,3,1,1,2,424.87
1,80,14.0,3,29,5,0,0,0,449.99
3,80,14.0,3,2,203,0,0,1,290.0
1,79,16.0,3,6,24,2,5,3,919.0
3,75,14.0,0,69,194,2,0,1,299.0
9,69,13.3,2,18,3,0,1,4,499.99
3,78,14.0,2,19,232,0,0,1,250.0
0,80,15.6,2,6,0,0,0,2,705.2
3,68,14.0,2,23,5,0,0,3,449.0
6,77,16.0,0,26,221,2,10,2,0.0
0,63,14.0,0,23,81,0,0,1,381.99
3,78,14.0,5,47,23,0,0,2,159.99
1,68,14.0,0,18,2,0,0,0,229.0
1,79,14.0,0,18,188,2,0,4,349.99
3,79,15.6,2,33,3,0,1,2,450.26
3,79,14.0,0,6,0,0,0,3,645.0
0,80,15.6,2,4,0,0,0,2,400.0
0,78,15.6,2,6,0,0,0,3,799.99
3,80,15.6,2,27,13,2,0,2,569.0
1,76,14.0,2,2,6,0,0,4,279.99
1,78,13.3,2,2,2,0,0,4,179.99
0,79,14.0,2,19,17,0,7,1,240.0
4,80,14.0,0,16,0,0,0,3,724.1
0,80,12.5,5,38,113,0,1,1,165.0
1,76,15.6,2,4,5,0,0,3,499.49
5,80,12.4,5,23,3,1,41,2,399.0
3,80,15.6,2,12,0,0,0,2,499.49
0,80,14.0,1,73,3,1,1,0,798.01
1,80,14.0,0,23,5,0,0,2,449.0
0,78,12.5,0,19,172,0,27,1,295.0
0,79,17.3,0,60,26,2,0,3,850.0
1,80,17.3,3,29,233,2,1,0,999.0
3,79,14.0,5,33,5,0,0,2,299.95
2,60,15.6,0,7,9,2,0,3,933.49
3,80,14.0,0,2,234,2,0,1,375.0
0,75,15.6,2,33,5,0,0,2,329.0
4,70,15.6,2,27,15,0,0,2,429.0
0,80,12.5,5,38,113,0,1,1,195.0
1,80,14.0,3,12,0,0,0,2,789.65
3,77,15.6,5,34,4,0,4,3,279.99
3,80,15.6,3,39,235,2,64,1,425.0
9,76,15.6,2,4,0,0,0,2,620.99
3,80,15.6,0,18,223,2,16,1,540.0
0,79,14.0,0,14,0,0,11,2,779.49
0,70,14.0,0,11,32,0,0,1,248.99
1,71,14.0,2,6,0,0,0,3,599.99
0,79,14.0,2,25,5,0,5,2,379.0
3,78,13.3,2,2,236,0,1,2,559.0
1,80,15.6,0,16,0,0,16,3,799.77
0,78,16.0,0,12,0,0,5,2,690.0
7,77,15.6,0,12,77,2,0,2,899.99
1,63,14.0,2,2,2,0,0,0,229.99
5,64,13.3,0,14,0,0,3,3,190.0
3,71,13.0,2,34,81,0,4,4,245.99
2,79,15.6,0,14,0,0,0,2,599.0
9,80,15.6,1,132,3,3,36,3,649.99
1,72,13.3,2,23,3,0,0,2,649.99
3,80,14.0,0,4,0,0,0,4,433.99
1,80,14.0,2,6,0,0,0,3,500.0
1,79,14.0,2,39,237,0,0,3,350.0
0,49,14.0,1,6,3,1,1,2,920.0
3,80,14.0,0,207,164,0,0,2,775.99
3,77,14.0,3,6,0,0,0,3,680.0
5,80,14.4,0,4,0,0,12,3,899.99
5,80,12.4,2,4,0,0,41,2,665.0
3,74,16.1,0,14,11,2,65,3,899.0
0,79,15.6,2,23,5,0,4,2,509.99
5,64,13.3,0,14,0,0,3,3,249.0
1,79,15.0,0,6,81,0,0,1,554.99
0,68,17.3,2,23,2,0,18,2,420.0
1,80,15.6,2,34,3,0,1,2,560.99
1,77,15.6,2,4,5,0,0,2,479.0
0,77,15.6,2,208,20,2,0,2,884.49
0,78,14.0,2,209,5,1,0,2,689.99
1,79,14.0,0,4,50,0,0,1,375.99
0,75,14.0,2,4,0,0,0,2,469.99
3,72,15.6,2,46,0,0,0,2,725.0
7,69,15.6,2,6,238,2,0,2,629.0
1,59,15.6,2,4,5,0,0,2,460.0
2,43,14.0,1,210,3,1,1,2,650.0
5,79,15.0,0,14,0,0,35,3,959.95
0,80,15.6,5,66,114,0,4,2,375.55
1,78,14.603122508636531,0,19,172,0,1,1,235.0
9,76,13.3,2,66,3,0,0,2,499.99
0,78,14.0,5,47,23,0,4,3,179.88
2,75,15.6,0,64,9,1,1,2,749.0
3,78,15.6,3,7,0,0,1,2,892.06
8,73,13.0,1,211,3,0,10,0,588.99
0,80,15.6,2,4,0,1,1,2,480.0
0,80,14.0,0,23,5,0,0,2,559.99
1,79,15.6,2,2,3,0,1,0,299.86
0,80,14.603122508636531,0,19,172,0,4,1,305.0
0,79,14.0,2,4,67,0,0,2,688.77
8,75,13.3,1,212,3,0,66,5,484.99
1,80,14.0,0,10,3,0,1,1,255.0
1,80,17.3,3,29,233,2,1,0,999.0
2,77,15.6,2,4,153,2,0,3,600.9
3,70,14.0,2,163,3,0,0,2,429.99
3,78,14.0,0,6,0,0,5,2,889.99
1,75,17.3,3,29,178,2,0,1,775.99
1,80,14.603122508636531,2,84,6,0,1,1,195.0
1,80,15.6,0,7,0,0,0,3,639.99
1,72,15.6,1,27,3,1,1,2,425.0
1,46,12.3,2,2,2,0,0,2,437.49
4,79,17.3,2,6,9,2,0,2,825.0
7,76,15.6,3,23,22,2,0,3,699.99
2,78,15.6,0,14,0,0,0,2,549.0
0,73,15.6,2,29,2,0,0,3,503.87
5,71,12.4,2,23,5,0,8,2,379.99
3,79,17.3,1,12,0,0,0,2,649.0
0,80,15.6,2,6,9,2,0,2,99.99
3,74,14.0,2,4,3,1,1,2,849.95
3,78,14.0,2,156,0,1,0,2,489.99
0,76,15.6,2,7,20,2,0,2,812.99
5,80,15.0,0,18,84,2,14,3,950.0
0,79,15.6,2,25,0,0,28,2,475.0
0,77,14.0,2,16,92,2,0,2,660.45
0,71,15.6,0,7,0,0,0,2,834.48
1,78,14.603122508636531,2,126,6,0,1,1,199.0
7,80,15.6,0,7,77,2,0,2,549.99
3,68,14.0,0,9,3,0,0,0,567.93
1,72,15.6,0,7,0,0,0,0,999.99
9,80,13.3,2,16,0,0,0,2,719.46
9,70,15.6,0,16,0,0,0,3,769.99
5,76,13.5,0,16,0,0,3,2,999.99
0,79,14.0,2,23,5,0,0,3,600.0
1,79,15.6,0,16,12,2,0,2,995.0
3,75,15.6,0,4,5,0,0,3,949.95
1,80,14.603122508636531,2,84,6,0,1,1,225.0
5,78,13.5,0,213,65,0,3,3,599.0
1,70,14.0,0,214,0,0,0,3,895.0
1,70,14.0,1,215,3,3,36,0,799.99
1,78,15.6,9,4,5,0,0,2,499.0
4,71,14.0,2,4,0,0,0,2,439.99
14,72,14.1,0,4,3,2,0,3,299.99
3,80,14.603122508636531,2,4,3,1,1,3,949.95
1,80,14.603122508636531,2,84,6,0,1,1,205.0
1,77,15.6,7,14,116,2,5,4,849.99
0,77,14.0,2,216,15,0,0,2,577.0
3,71,15.6,2,25,5,0,4,2,309.99
1,80,15.6,0,18,2,0,0,0,379.95
0,70,14.0,0,16,0,0,0,2,939.99
1,79,13.3,1,217,3,1,1,2,30.21
3,78,15.6,2,33,5,0,4,2,585.98
7,76,15.6,3,7,20,2,0,2,899.0
3,76,13.3,2,4,5,0,0,2,469.0
2,78,15.6,10,14,0,0,0,3,650.0
1,74,14.0,2,218,3,1,0,2,449.99
3,79,14.0,1,219,3,1,1,4,740.83
11,77,17.0,0,14,0,0,10,3,799.99
3,74,13.3,0,4,0,0,0,2,889.99
3,74,14.0,5,66,3,0,4,2,268.0
3,79,14.603122508636531,0,38,239,2,0,1,395.0
8,62,14.603122508636531,1,9,3,1,1,1,540.99
0,80,14.0,0,87,15,0,4,3,599.0
1,77,15.6,0,14,0,0,1,2,599.0
4,80,15.6,2,6,0,0,0,2,700.0
0,76,14.0,2,4,0,0,0,2,679.99
3,79,14.0,2,38,97,0,1,1,215.0
0,73,15.6,2,25,5,0,0,2,399.0
1,78,14.0,2,10,3,0,1,1,195.0
0,80,14.603122508636531,2,10,17,0,7,1,235.0
3,77,15.6,0,7,0,0,0,2,869.99
3,71,15.6,1,16,0,1,0,2,629.99
1,58,16.0,0,14,240,2,1,3,999.88
1,71,16.0,2,198,166,1,5,4,548.44
3,76,13.3,0,18,3,0,1,4,460.99
1,75,14.0,2,10,3,0,1,4,252.86
3,80,13.5,1,220,3,1,1,4,741.98
1,79,14.0,0,2,6,0,0,0,649.99
0,65,14.603122508636531,2,193,3,1,1,3,290.0
3,67,15.6,0,29,3,1,0,3,899.95
0,79,14.0,2,12,0,0,13,2,749.98
3,80,17.3,0,7,0,0,0,3,850.0
0,78,15.6,2,66,5,0,0,3,274.99
3,80,14.0,0,148,50,0,5,1,734.99
1,72,15.6,0,39,196,2,0,0,404.96
0,80,14.0,0,29,5,0,0,2,650.0
0,68,14.0,7,109,15,0,0,3,999.0
7,80,15.6,2,23,22,2,0,3,550.0
1,80,13.0,0,16,0,0,23,3,529.0
3,63,15.6,2,16,0,0,4,2,460.0
1,79,14.0,3,1,3,0,1,1,265.0
5,78,12.4,2,6,0,0,8,2,998.48
3,78,14.0,0,14,0,0,5,4,879.95
1,70,14.0,2,12,0,0,4,2,699.99
3,64,14.0,2,10,3,0,4,0,434.29
1,79,15.0,0,18,133,2,0,1,400.99
1,49,14.0,0,7,0,0,0,0,794.95
1,80,14.0,2,2,2,0,0,3,300.0
3,77,16.0,0,221,50,0,10,0,790.99
1,80,15.6,0,2,3,0,1,0,243.46
0,77,15.6,2,195,15,0,0,2,484.49
9,77,13.3,2,23,2,0,16,2,647.98
1,80,12.5,3,10,3,0,7,1,280.0
5,70,13.0,2,6,0,0,24,4,767.99
3,78,15.6,1,222,3,1,1,2,467.46
0,77,14.603122508636531,5,38,6,0,4,1,143.96
3,78,14.603122508636531,0,16,3,1,1,4,649.99
0,80,16.0,2,12,0,0,5,3,477.0
19,80,14.1,2,25,241,0,15,2,249.99
3,79,15.6,0,16,0,0,0,2,949.99
1,80,14.603122508636531,2,112,181,0,4,1,169.0
1,74,14.0,2,4,0,0,0,3,475.0
1,78,14.603122508636531,0,84,6,0,1,1,205.0
1,74,14.603122508636531,2,84,129,0,27,1,260.0
4,65,13.5,2,4,0,0,3,2,95.46
5,79,12.4,5,4,0,0,8,2,519.0
4,72,17.3,3,4,0,0,0,2,829.0
1,74,14.0,0,4,50,0,0,1,322.99
1,80,14.0,3,18,2,0,1,1,425.0
0,78,14.0,2,23,3,1,1,4,544.26
1,77,14.0,2,4,0,0,0,3,562.49
1,59,15.6,0,223,0,0,0,2,558.4
